US01M,US02Y,US03MY,US05Y,US10Y,US20Y,US30Y,FEDFUNDS,VIX,DJT,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY,VIX,VIX3M,VIX9D,PC,PCC,TICK,TICK.NQ,TICK.US,TICKI,TICKQ,TKVD.US,1/VOLX,VIXM/VIXY,XLY*XLK/(XLP*XLU),ATHI.NQ-ATLO.NQ,ATHI.US-ATLO.US,HYG/UB1!,6A1!,6B1!,6C1!,6E1!,6J1!,6S1!,CL1!,CL2!,HG1!,PL1!,SI1!,GC1!,ES1!,NG1!,YM1!,RTY1!,ZT1!,ZF1!,ZN1!,ZB1!,UB1!,RB1!,RB2!
5.28,5.035,5.432,4.647,4.63,4.972,4.771,5.33,15.34,14288.68,82.69,33.54,101.09,175.1,68.52,60.07,125.54,158.7,15.34,17.27,14.5,0.926911,1.096622,-322,-90.0,-278.0,-11,400,-12925434.0,0.06319115323854661,0.8965183752417795,6.751310569659389,-452.0,-919.0,0.6304273504273504,0.63805,1.2226,0.7245,1.0686,0.0066475,1.11115,75.57,75.61,3.6305,862.4,22.675,1964.3,4362.5,3.046,33947.0,1693.0,101.28515625,105.09375,107.515625,113.03125,117.0,2.1587,2.1333
5.28,5.035,5.432,4.647,4.63,4.972,4.771,5.33,15.31,14285.67,82.68,33.54,101.07,175.08,68.51,60.05,125.53,158.64,15.31,17.29,14.52,0.926911,1.096622,-322,-160.0,-577.0,-11,400,-13129239.0,0.06311139160618491,0.8956521739130434,6.750063168057661,-453.0,-946.0,0.6305102858669517,0.63805,1.2226,0.7245,1.0686,0.0066475,1.1112,75.57,75.61,3.6305,862.4,22.675,1964.3,4362.5,3.046,33945.0,1692.9,101.2890625,105.09375,107.515625,113.03125,116.96875,2.1587,2.1333
5.28,5.035,5.432,4.647,4.63,4.972,4.771,5.33,15.31,14284.09,82.67,33.54,101.06,175.05,68.51,60.05,125.54,158.64,15.31,17.29,14.52,0.926911,1.096622,-322,-174.0,-576.0,-11,400,-13205543.0,0.06315124723713293,0.8956521739130434,6.750063168057661,-454.0,-964.0,0.6303418803418803,0.63805,1.2225,0.7245,1.0686,0.006647,1.1112,75.57,75.61,3.6305,862.4,22.67,1964.3,4362.5,3.046,33945.0,1692.8,101.2890625,105.09375,107.515625,113.03125,117.0,2.1587,2.1333
5.28,5.035,5.432,4.647,4.63,4.972,4.771,5.33,15.31,14283.73,82.67,33.54,101.06,175.06,68.51,60.04,125.54,158.64,15.31,17.29,14.52,0.926911,1.096622,-322,-212.0,-548.0,-11,400,-13161357.0,0.06313131313131314,0.8956521739130434,6.751573101025142,-455.0,-960.0,0.6304247929468341,0.63805,1.2226,0.7245,1.0686,0.006647,1.1112,75.58,75.62,3.6305,862.4,22.67,1964.3,4362.25,3.046,33945.0,1692.8,101.2890625,105.09375,107.5,113.0,116.96875,2.1587,2.1333
5.28,5.035,5.432,4.647,4.63,4.972,4.774,5.33,15.36,14282.83,82.67,33.54,101.06,175.07,68.515,60.05,125.53,158.62,15.36,17.29,14.53,0.926911,1.096622,-322,-210.0,-567.0,-11,400,-13335405.0,0.06309148264984227,0.8947876447876448,6.749490703306611,-455.0,-980.0,0.6304247929468341,0.63805,1.2226,0.7245,1.0686,0.006647,1.1112,75.58,75.62,3.6305,862.4,22.67,1964.2,4362.5,3.046,33945.0,1692.9,101.2890625,105.1015625,107.5,113.0,116.96875,2.1587,2.1333
5.28,5.035,5.432,4.647,4.63,4.972,4.774,5.33,15.36,14279.48,82.67,33.53,101.05,175.05,68.515,60.05,125.53,158.59,15.36,17.29,14.53,0.926911,1.096622,-322,-210.0,-567.0,-11,400,-13472980.0,0.06309148264984227,0.8947876447876448,6.749490703306611,-455.0,-980.0,0.6304247929468341,0.63805,1.2226,0.7245,1.06865,0.006647,1.11125,75.58,75.62,3.632,862.4,22.67,1964.2,4362.5,3.046,33945.0,1693.0,101.2890625,105.109375,107.515625,113.03125,117.0,2.1587,2.1333
5.28,5.035,5.432,4.647,4.63,4.972,4.774,5.33,15.35,14279.26,82.66,33.52,101.04,175.02,68.51,60.05,125.52,158.58,15.35,17.28,14.5,0.926911,1.096622,-322,-233.0,-742.0,-11,400,-13542979.0,0.06301197227473221,0.8947876447876448,6.746779231193391,-453.0,-1019.0,0.6303393000267166,0.63805,1.2226,0.7245,1.06865,0.006647,1.11125,75.59,75.62,3.632,862.4,22.67,1964.3,4362.5,3.046,33946.0,1693.0,101.2890625,105.1015625,107.515625,113.03125,116.96875,2.1587,2.1333
5.28,5.035,5.432,4.647,4.63,4.975,4.774,5.33,15.35,14277.99,82.67,33.52,101.04,175.04,68.51,60.05,125.52,158.58,15.35,17.28,14.5,0.92558,1.096182,-322,-241.0,-746.0,-11,400,-13565855.0,0.06301197227473221,0.8947876447876448,6.747124732211796,-454.0,-1035.0,0.6303393000267166,0.63805,1.2226,0.7245,1.06865,0.006647,1.11125,75.59,75.63,3.632,862.4,22.67,1964.2,4362.75,3.046,33945.0,1693.0,101.29296875,105.1015625,107.515625,113.03125,116.96875,2.1587,2.1333
5.28,5.035,5.432,4.649,4.63,4.975,4.774,5.33,15.35,14277.87,82.67,33.52,101.05,175.05,68.51,60.05,125.52,158.62,15.35,17.28,14.5,0.92558,1.096182,-322,-258.0,-705.0,-11,400,-13512516.0,0.06303183107469272,0.8947876447876448,6.749212176735416,-457.0,-1045.0,0.6303393000267166,0.63805,1.2226,0.7245,1.06865,0.006647,1.11125,75.58,75.62,3.6325,862.4,22.67,1964.2,4363.0,3.046,33945.0,1693.1,101.29296875,105.1015625,107.515625,113.03125,116.96875,2.1587,2.1333
5.28,5.035,5.432,4.649,4.632,4.975,4.774,5.33,15.35,14277.97,82.67,33.52,101.06,175.05,68.51,60.04,125.52,158.62,15.35,17.28,14.5,0.92558,1.096182,-322,-231.0,-677.0,-11,400,-13462597.0,0.06303183107469272,0.8947876447876448,6.750336296018682,-454.0,-1032.0,0.6303393000267166,0.63805,1.2226,0.7245,1.06865,0.006647,1.11125,75.58,75.62,3.6325,862.4,22.67,1964.2,4362.5,3.046,33944.0,1693.0,101.29296875,105.1015625,107.515625,113.03125,116.96875,2.1587,2.1333
5.28,5.035,5.432,4.649,4.632,4.975,4.774,5.33,15.36,14277.87,82.67,33.52,101.06,175.05,68.51,60.03,125.51,158.62,15.36,17.27,14.49,0.92558,1.096182,-322,-207.0,-645.0,-11,400,-13501498.0,0.06303183107469272,0.8947876447876448,6.751460789821117,-454.0,-1024.0,0.6303393000267166,0.6381,1.2227,0.7245,1.0687,0.0066475,1.11125,75.58,75.62,3.6325,862.4,22.675,1964.2,4363.25,3.046,33947.0,1693.3,101.2890625,105.1015625,107.515625,113.03125,116.96875,2.1587,2.1333
5.28,5.035,5.432,4.649,4.632,4.972,4.774,5.33,15.36,14278.52,82.67,33.52,101.06,175.05,68.51,60.03,125.51,158.62,15.36,17.27,14.49,0.92558,1.096182,-322,-216.0,-684.0,-11,400,-13579439.0,0.06303183107469272,0.8947876447876448,6.751460789821117,-455.0,-1036.0,0.6301709401709402,0.6381,1.2227,0.72455,1.06875,0.006648,1.1114,75.58,75.62,3.6325,862.7,22.68,1964.3,4364.5,3.046,33953.0,1693.7,101.29296875,105.109375,107.53125,113.0625,117.0,2.1587,2.1333
5.28,5.035,5.432,4.649,4.632,4.972,4.774,5.33,15.36,14278.57,82.66,33.52,101.06,175.05,68.51,60.03,125.51,158.62,15.36,17.27,14.49,0.92558,1.096182,-322,-225.0,-689.0,-11,400,-13635156.0,0.06301197227473221,0.8947876447876448,6.751460789821117,-452.0,-1041.0,0.6300026702269693,0.63815,1.2228,0.72455,1.0688,0.006648,1.1114,75.58,75.62,3.6325,862.7,22.68,1964.3,4364.25,3.048,33953.0,1693.9,101.29296875,105.109375,107.53125,113.0625,117.03125,2.1587,2.1333
5.28,5.035,5.432,4.649,4.632,4.975,4.774,5.33,15.36,14278.53,82.66,33.52,101.06,175.05,68.51,60.03,125.51,158.62,15.36,17.27,14.49,0.92558,1.096182,-322,-235.0,-727.0,-11,400,-13701133.0,0.06303183107469272,0.8939247830279653,6.751460789821117,-452.0,-1046.0,0.6300026702269693,0.63815,1.2228,0.7246,1.0688,0.006648,1.1114,75.58,75.62,3.6325,862.7,22.68,1964.3,4364.75,3.048,33957.0,1693.9,101.2890625,105.109375,107.53125,113.0625,117.03125,2.1587,2.1333
5.28,5.035,5.432,4.649,4.632,4.975,4.774,5.33,15.36,14278.5,82.66,33.52,101.06,175.04,68.51,60.02,125.51,158.64,15.36,17.29,14.52,0.92558,1.096182,-322,-195.0,-690.0,-11,400,-13690821.0,0.06301197227473221,0.8939247830279653,6.753051274544741,-449.0,-1040.0,0.6299172229639519,0.63815,1.2227,0.7246,1.0688,0.006648,1.1114,75.58,75.62,3.632,862.7,22.68,1964.3,4364.5,3.047,33956.0,1693.8,101.29296875,105.109375,107.53125,113.0625,117.03125,2.1587,2.1333
5.28,5.035,5.432,4.649,4.632,4.975,4.774,5.33,15.36,14277.69,82.65,33.52,101.03,175.02,68.51,60.01,125.49,158.62,15.36,17.29,14.52,0.92558,1.096182,-322,-242.0,-830.0,-11,400,-13760825.0,0.06293266205160478,0.8934939759036145,6.752167637316127,-451.0,-1079.0,0.6299172229639519,0.63815,1.2227,0.7246,1.0688,0.006648,1.1114,75.56,75.6,3.632,862.7,22.68,1964.3,4364.5,3.047,33957.0,1693.9,101.2890625,105.109375,107.515625,113.0625,117.03125,2.1587,2.1333
5.28,5.035,5.432,4.649,4.632,4.975,4.774,5.33,15.36,14277.34,82.65,33.52,101.03,175.01,68.5,60.005,125.48,158.62,15.36,17.29,14.52,0.92558,1.096182,-322,-242.0,-830.0,-11,400,-13760825.0,0.06293266205160478,0.8934939759036145,6.752167637316127,-451.0,-1079.0,0.6299172229639519,0.6382,1.2228,0.7246,1.0688,0.006648,1.1114,75.56,75.6,3.6325,862.7,22.685,1964.4,4364.75,3.047,33956.0,1693.8,101.29296875,105.109375,107.515625,113.03125,116.96875,2.1587,2.1333
5.28,5.035,5.432,4.649,4.632,4.975,4.774,5.33,15.36,14278.1,82.65,33.52,101.04,175.03,68.5,60.0,125.49,158.62,15.36,17.3,14.54,0.92558,1.096182,-322,-220.0,-763.0,-11,400,-13782505.0,0.06295247088448222,0.8934939759036145,6.7550507542579075,-452.0,-1087.0,0.630253807106599,0.6382,1.2228,0.72455,1.0688,0.006648,1.1114,75.55,75.6,3.6325,862.7,22.685,1964.3,4364.25,3.047,33955.0,1693.7,101.2890625,105.109375,107.515625,113.03125,116.96875,2.1587,2.1333
5.28,5.035,5.432,4.649,4.632,4.975,4.774,5.33,15.37,14278.04,82.64,33.52,101.04,175.03,68.5,60.0,125.5,158.59,15.37,17.3,14.54,0.92558,1.096182,-322,-227.0,-779.0,-11,400,-13869388.0,0.06293266205160478,0.8934939759036145,6.753773163017032,-454.0,-1093.0,0.630253807106599,0.63815,1.2228,0.72455,1.0688,0.006648,1.1114,75.55,75.6,3.6325,862.5,22.68,1964.3,4364.5,3.048,33955.0,1693.8,101.29296875,105.109375,107.515625,113.03125,116.96875,2.1587,2.1333
5.28,5.035,5.432,4.649,4.632,4.975,4.774,5.33,15.37,14278.36,82.65,33.52,101.05,175.03,68.5,60.0,125.51,158.62,15.37,17.3,14.54,0.92558,1.096182,-322,-163.0,-637.0,-11,400,-13794776.0,0.06297229219143577,0.8934939759036145,6.755476618004867,-454.0,-1081.0,0.6300026702269693,0.63815,1.2228,0.72455,1.06885,0.006648,1.1114,75.55,75.6,3.6325,862.5,22.68,1964.2,4364.5,3.048,33955.0,1693.9,101.29296875,105.109375,107.53125,113.03125,117.03125,2.1587,2.1333
5.28,5.035,5.432,4.649,4.632,4.975,4.774,5.33,15.37,14279.31,82.65,33.52,101.05,175.05,68.51,60.0,125.52,158.63,15.37,17.3,14.54,0.92558,1.096182,-322,-128.0,-518.0,-11,400,-13720247.0,0.06301197227473221,0.894356005788712,6.755262370456868,-453.0,-1074.0,0.6300854700854701,0.63815,1.2228,0.72455,1.06885,0.006648,1.1114,75.56,75.59,3.6325,862.5,22.68,1964.2,4364.5,3.048,33955.0,1693.7,101.29296875,105.109375,107.53125,113.03125,117.0,2.1587,2.1333
5.28,5.035,5.432,4.649,4.632,4.975,4.774,5.33,15.37,14279.62,82.65,33.52,101.05,175.02,68.51,60.0,125.52,158.63,15.37,17.31,14.53,0.92558,1.096182,-322,-106.0,-544.0,-11,400,-13724243.0,0.06297229219143577,0.894356005788712,6.754104656254561,-451.0,-1066.0,0.6299172229639519,0.63815,1.2228,0.72455,1.06885,0.006648,1.1114,75.56,75.59,3.6325,862.5,22.685,1964.2,4365.0,3.048,33957.0,1693.9,101.29296875,105.109375,107.53125,113.03125,117.03125,2.1587,2.1333
5.28,5.035,5.432,4.649,4.632,4.975,4.776,5.33,15.3,14279.6,82.63,33.52,101.04,175.03,68.51,59.99,125.5,158.63,15.3,17.31,14.53,0.925322,1.095314,-322,-96.0,-572.0,-11,400,-13741992.0,0.06297229219143577,0.894356005788712,6.755616497071507,-452.0,-1072.0,0.6297490656700481,0.63825,1.2229,0.72465,1.06895,0.0066485,1.1115,75.56,75.6,3.6325,862.5,22.685,1964.4,4365.5,3.048,33961.0,1694.2,101.296875,105.125,107.546875,113.0625,117.0625,2.1587,2.1337
5.28,5.035,5.432,4.649,4.632,4.975,4.776,5.33,15.37,14279.51,82.63,33.515,101.04,175.02,68.51,59.98,125.5,158.63,15.37,17.31,14.53,0.925322,1.095314,-322,-126.0,-609.0,-11,400,-13756099.0,0.06297229219143577,0.894356005788712,6.756356775179621,-452.0,-1098.0,0.6298744993324433,0.6382,1.2229,0.72465,1.0689,0.0066485,1.11145,75.56,75.61,3.6325,862.9,22.685,1964.3,4365.75,3.048,33963.0,1694.4,101.29296875,105.1171875,107.53125,113.0625,117.03125,2.1587,2.1337
5.28,5.035,5.432,4.649,4.632,4.975,4.776,5.33,15.37,14279.82,82.63,33.515,101.04,175.02,68.51,59.98,125.5,158.63,15.37,17.31,14.53,0.925322,1.095314,-322,-170.0,-640.0,-11,400,-13758614.0,0.06297229219143577,0.894356005788712,6.756356775179621,-454.0,-1115.0,0.6297063534436733,0.6382,1.2229,0.72465,1.0689,0.0066485,1.11145,75.57,75.61,3.6325,862.9,22.68,1964.3,4365.75,3.048,33963.0,1694.6,101.29296875,105.109375,107.53125,113.0625,117.0625,2.1587,2.1337
5.28,5.035,5.432,4.649,4.632,4.975,4.776,5.33,15.38,14280.08,82.63,33.515,101.04,175.02,68.51,59.985,125.5,158.63,15.38,17.31,14.55,0.925322,1.095314,-322,-180.0,-581.0,-11,400,-13738447.0,0.06297229219143577,0.894356005788712,6.755793604655725,-455.0,-1121.0,0.6297063534436733,0.6382,1.2229,0.72465,1.0689,0.0066485,1.11145,75.57,75.61,3.6325,862.9,22.68,1964.3,4365.25,3.048,33958.0,1694.1,101.29296875,105.109375,107.53125,113.0625,117.0625,2.1587,2.1337
5.28,5.035,5.432,4.649,4.632,4.975,4.776,5.33,15.38,14279.89,82.63,33.52,101.04,175.02,68.51,60.0,125.49,158.65,15.38,17.31,14.55,0.925322,1.095314,-322,-196.0,-568.0,-11,400,-13784690.0,0.06297229219143577,0.894356005788712,6.75495621077215,-455.0,-1109.0,0.6297490656700481,0.6382,1.2229,0.7246,1.0689,0.006648,1.11145,75.57,75.61,3.6325,862.9,22.68,1964.3,4364.75,3.048,33956.0,1694.0,101.29296875,105.109375,107.546875,113.09375,117.0625,2.1587,2.1337
5.28,5.035,5.432,4.649,4.632,4.978,4.779,5.33,15.38,14279.93,82.63,33.52,101.04,175.03,68.51,60.01,125.5,158.65,15.38,17.31,14.55,0.925322,1.095314,-322,-211.0,-585.0,-11,400,-13817496.0,0.06297229219143577,0.8939247830279653,6.75421646141738,-455.0,-1107.0,0.6297490656700481,0.6382,1.2229,0.7246,1.0689,0.006648,1.11145,75.57,75.61,3.6325,862.9,22.68,1964.3,4364.75,3.048,33955.0,1694.0,101.29296875,105.109375,107.546875,113.0625,117.0625,2.1587,2.1337
5.28,5.035,5.432,4.649,4.632,4.978,4.779,5.33,15.38,14279.93,82.63,33.52,101.04,175.03,68.51,60.01,125.5,158.65,15.38,17.31,14.55,0.925322,1.095314,-322,-211.0,-585.0,-11,400,-13817496.0,0.06297229219143577,0.8939247830279653,6.75421646141738,-455.0,-1107.0,0.6297490656700481,0.6382,1.2229,0.7246,1.0689,0.006648,1.11145,75.57,75.61,3.6325,862.8,22.68,1964.3,4364.75,3.048,33955.0,1694.0,101.29296875,105.109375,107.546875,113.0625,117.0625,2.1587,2.1337
5.28,5.035,5.432,4.651,4.632,4.978,4.779,5.33,15.38,14281.18,82.63,33.52,101.04,175.02,68.52,60.01,125.5,158.66,15.38,17.3,14.54,0.925322,1.095314,-322,-180.0,-524.0,-11,400,-13798750.0,0.06301197227473221,0.8939247830279653,6.75365640071858,-455.0,-1120.0,0.6297490656700481,0.6382,1.223,0.7246,1.06885,0.006648,1.11145,75.57,75.61,3.6325,862.8,22.685,1964.3,4365.0,3.049,33955.0,1693.9,101.29296875,105.109375,107.53125,113.0625,117.0625,2.1587,2.1337
5.28,5.035,5.432,4.651,4.632,4.978,4.779,5.33,15.38,14280.74,82.63,33.52,101.04,175.0,68.52,60.015,125.5,158.65,15.38,17.3,14.54,0.925322,1.095314,-322,-186.0,-600.0,-11,400,-13797270.0,0.06295247088448222,0.8939247830279653,6.752459066707408,-455.0,-1140.0,0.6297490656700481,0.6382,1.223,0.72465,1.0689,0.006648,1.1115,75.58,75.61,3.6325,862.8,22.685,1964.3,4364.75,3.049,33956.0,1693.8,101.29296875,105.109375,107.53125,113.0625,117.0625,2.1587,2.1337
5.28,5.035,5.432,4.651,4.632,4.978,4.779,5.33,15.38,14280.75,82.63,33.515,101.04,174.98,68.52,60.015,125.51,158.65,15.38,17.3,14.52,0.925322,1.095314,-322,-230.0,-698.0,-11,400,-13857059.0,0.06293266205160478,0.8939247830279653,6.750739100591656,-454.0,-1163.0,0.6295809981318388,0.63825,1.223,0.72465,1.0689,0.006648,1.1115,75.58,75.61,3.6325,862.8,22.685,1964.3,4364.75,3.049,33956.0,1693.8,101.29296875,105.109375,107.53125,113.0625,117.09375,2.1587,2.1337
5.28,5.035,5.432,4.651,4.632,4.978,4.779,5.33,15.38,14280.75,82.63,33.515,101.04,174.98,68.52,60.015,125.51,158.65,15.38,17.3,14.52,0.925322,1.095314,-322,-230.0,-698.0,-11,400,-13857059.0,0.06293266205160478,0.8939247830279653,6.750739100591656,-454.0,-1163.0,0.6295809981318388,0.63825,1.223,0.72465,1.0689,0.006648,1.1115,75.58,75.61,3.6325,862.8,22.68,1964.3,4364.75,3.049,33956.0,1693.8,101.29296875,105.109375,107.53125,113.0625,117.09375,2.1587,2.1337
5.28,5.035,5.432,4.651,4.632,4.978,4.779,5.33,15.38,14281.21,82.64,33.52,101.05,174.99,68.53,60.035,125.52,158.65,15.38,17.3,14.52,0.925322,1.095314,-322,-231.0,-593.0,-11,400,-13826900.0,0.06295247088448222,0.8937093275488068,6.747891032142822,-456.0,-1150.0,0.6295809981318388,0.63815,1.2229,0.7246,1.0689,0.006648,1.1115,75.57,75.61,3.6325,862.8,22.68,1964.3,4363.0,3.049,33945.0,1693.2,101.29296875,105.109375,107.546875,113.0625,117.09375,2.1587,2.1337
5.28,5.035,5.432,4.651,4.632,4.978,4.779,5.33,15.38,14281.13,82.64,33.52,101.05,175.0,68.53,60.035,125.52,158.67,15.38,17.3,14.52,0.925322,1.095314,-322,-218.0,-553.0,-11,400,-13797605.0,0.06295247088448222,0.8937093275488068,6.749513024839308,-456.0,-1149.0,0.6295809981318388,0.63815,1.2229,0.7246,1.06895,0.006648,1.1115,75.57,75.61,3.633,862.8,22.68,1964.3,4363.0,3.049,33945.0,1693.1,101.29296875,105.109375,107.546875,113.0625,117.09375,2.1587,2.1337
5.28,5.035,5.432,4.651,4.632,4.978,4.779,5.33,15.35,14281.81,82.64,33.52,101.05,175.01,68.53,60.035,125.54,158.67,15.35,17.29,14.5,0.925322,1.095314,-322,-209.0,-516.0,-11,400,-13796148.0,0.06295247088448222,0.8937093275488068,6.749513024839308,-455.0,-1118.0,0.6295809981318388,0.63815,1.2229,0.7246,1.0689,0.0066475,1.1115,75.57,75.61,3.633,862.8,22.68,1964.3,4363.0,3.049,33945.0,1693.1,101.29296875,105.109375,107.53125,113.0625,117.09375,2.1587,2.1337
5.28,5.035,5.432,4.651,4.632,4.978,4.779,5.33,15.35,14281.9,82.64,33.52,101.06,175.0,68.53,60.03,125.55,158.65,15.35,17.29,14.5,0.926003,1.094685,-322,-184.0,-466.0,-11,400,-13809952.0,0.06301197227473221,0.8937093275488068,6.747714666218436,-455.0,-1112.0,0.6295809981318388,0.63815,1.2229,0.7246,1.0689,0.0066475,1.11145,75.57,75.61,3.633,862.8,22.68,1964.2,4363.25,3.05,33945.0,1693.1,101.29296875,105.109375,107.53125,113.0625,117.09375,2.1587,2.1337
5.28,5.035,5.432,4.651,4.632,4.978,4.779,5.33,15.35,14282.63,82.64,33.52,101.06,175.0,68.545,60.05,125.55,158.66,15.35,17.29,14.5,0.926003,1.094685,-322,-163.0,-407.0,-11,400,-13661201.0,0.06301197227473221,0.8939247830279653,6.74511459770832,-455.0,-1086.0,0.6296663997864959,0.6381,1.2229,0.7246,1.06885,0.0066475,1.1114,75.58,75.61,3.6325,862.8,22.675,1964.1,4363.0,3.05,33944.0,1693.1,101.29296875,105.109375,107.53125,113.0625,117.09375,2.1587,2.1337
5.28,5.035,5.432,4.651,4.632,4.978,4.779,5.33,15.35,14283.98,82.64,33.52,101.06,175.0,68.54,60.05,125.54,158.68,15.35,17.29,14.5,0.926003,1.094685,-322,-142.0,-379.0,-11,400,-13645581.0,0.06303183107469272,0.8939247830279653,6.746320493054501,-454.0,-1063.0,0.6298344901227977,0.63805,1.2228,0.72455,1.06885,0.0066475,1.1114,75.59,75.61,3.6325,862.8,22.675,1964.1,4362.5,3.05,33943.0,1692.9,101.2890625,105.1015625,107.53125,113.0625,117.0625,2.1587,2.1337
5.28,5.035,5.432,4.651,4.632,4.978,4.779,5.33,15.36,14284.07,82.65,33.52,101.07,175.02,68.55,60.06,125.54,158.68,15.36,17.29,14.5,0.926003,1.094685,-322,-117.0,-283.0,-11,400,-13536195.0,0.06303183107469272,0.8939247830279653,6.744422681197247,-455.0,-1059.0,0.6298344901227977,0.63805,1.2228,0.72455,1.06885,0.0066475,1.1114,75.59,75.61,3.632,862.8,22.675,1964.1,4362.75,3.05,33943.0,1692.9,101.2890625,105.1015625,107.53125,113.0625,117.0625,2.1587,2.1337
5.28,5.035,5.432,4.651,4.632,4.978,4.779,5.33,15.36,14285.59,82.65,33.52,101.07,175.04,68.55,60.07,125.56,158.73,15.36,17.29,14.5,0.926003,1.094685,-322,-121.0,-189.0,-11,400,-13390238.0,0.06311139160618491,0.8975350410826486,6.7473187918252915,-455.0,-1039.0,0.6297518014411528,0.63805,1.2228,0.72455,1.06885,0.0066475,1.1114,75.59,75.61,3.632,862.8,22.675,1964.1,4362.75,3.05,33944.0,1693.0,101.2890625,105.1015625,107.53125,113.0625,117.09375,2.1587,2.1337
